"participant_id","age","sex","society_type","university_degree","education_subject","appear_online_test_2_years","condition","time_question","device_changed_question","browser_changed_question","question_number","answer_correct","cheated_question","cheated_overall","device_changed_overall","browser_changed_overall","test_score","UX_Pragmatic","UX_Hedonic","UX_overall","panas_interested","panas_distressed","panas_excited","panas_upset","panas_strong","panas_guilty","panas_scared","panas_hostile","panas_enthusiastic","panas_proud","panas_irritable","panas_alert","panas_ashamed","panas_inspired","panas_nervous","panas_determined","panas_attentive","panas_jittery","panas_active","panas_afraid","positive_emotion","negative_emotion","self_efficacy","preference_for_message","correct_interpretation","not_noticed","reminded_honesty","determined_not_to_cheat","distracted","stopped_cheating","incentivised_to_look_online","no_impact","focussed_on_solving_questions","neutral_impact","feeling_watched","feeling_uncomfortable","feeling_disappointed","feeling_concerned","feeling_stressed","feeling_silly","feeling_criticised","feeling_sad","feeling_guilty","feeling_panicked","feeling_scared","feeling_worried","feeling_anxious","feeling_nervous","feeling_alerted","feeling_warned","feeling_cautious","feeling_rushed","feeling_annoyed","feeling_threatened","feeling_invaded","feeling_judged","feeling_untrusted","feeling_confused","feeling_bluffed","feeling_wasted","feeling_safe","feeling_relaxed","feeling_aware","feeling_normal","feeling_disciplined","feeling_motivated","feeling_proud","feeling_convinced","positive_views_on_others","negative_views_on_others","neutral_views_on_others","similar_views_on_others"
"P685","62","1","0","1","Social","1-5","Monitoring","52","0","0","3","0","0","0","0","0","0","-1.75","-0.25","-1","4","1","3","1","4","1","1","1","4","3","2","4","1","4","3","4","4","3","4","3","3.8","1.7","1.25","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P692","37","1","0","0","Arts","1-5","Control","36","0","0","3","0","1","1","0","0","0","0.75","1.5","1.125","5","1","1","1","1","1","1","1","4","3","3","5","1","1","2","5","5","1","5","1","3.5","1.3","2.875","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P649","32","0","0","1","Arts","1-5","Warning","149","0","0","3","0","0","0","0","0","0","1.25","0.5","0.875","4","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","3","1","1","1","2","1.3","3.75","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P678","51","0","0","1","Social","None","Warning","77","0","0","3","0","0","0","0","0","0","-1","-0.5","-0.75","4","4","1","2","1","1","1","1","4","3","3","4","2","1","3","3","4","3","2","2","2.7","2.2","2.5","3","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P672","22","1","0","1","Arts","6-10","Warning","108","0","0","3","0","0","0","0","0","0","-1.25","-0.5","-0.875","4","4","3","3","1","1","2","3","3","1","4","4","3","2","3","2","3","3","3","2","2.6","2.8","2.875","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P716","35","1","0","0","Business","None","Monitoring","14","0","0","3","0","0","0","0","0","0","-2.5","-1","-1.75","1","2","1","4","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1.7","1.375","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P686","54","1","0","0","Business","1-5","Honor code reminder","76","0","0","3","0","0","0","0","0","0","1.25","2.25","1.75","3","1","3","1","3","1","1","1","3","4","1","1","1","4","1","4","4","3","4","1","3.3","1.2","4.125","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P713","46","1","0","1","Healthcare","1-5","Warning","18","0","0","3","0","0","1","0","0","0","3","3","3","5","1","5","1","5","1","1","1","5","5","1","5","1","5","1","5","5","1","5","1","5","1","4.75","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P691","36","0","0","1","Other","1-5","Honor code reminder","74","0","0","3","0","0","0","0","0","0","1","0","0.5","4","1","3","2","2","1","1","2","3","3","2","2","1","3","1","2","3","1","3","1","2.8","1.3","3.375","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P677","52","0","0","1","Social","21-30","Monitoring","96","0","0","3","0","0","0","0","0","0","0","-1","-0.5","5","1","3","1","3","1","1","1","4","1","2","5","1","2","2","3","5","2","4","1","3.5","1.3","3.375","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P693","56","0","0","0","Business","11-20","Control","72","0","0","3","0","0","0","0","0","0","1.75","1.25","1.5","4","1","3","1","2","1","1","1","3","1","2","3","1","2","1","3","3","1","3","1","2.7","1.1","3.5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P708","47","1","0","1","Arts","31 or above","Warning","48","0","0","3","0","0","1","0","0","0","1","-1","0","4","2","1","1","3","1","1","1","3","1","1","1","1","3","1","3","3","1","3","1","2.5","1.1","3.375","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P720","36","1","1","0","Other","11-20","Control","14","0","0","3","0","1","1","0","0","0","3","0.25","1.625","4","2","3","2","3","2","2","2","2","2","2","2","2","3","2","3","3","2","3","2","2.8","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P665","26","0","0","0","Social","1-5","Warning","146","1","0","3","0","1","1","1","0","0","0","0.5","0.25","3","2","3","2","1","1","1","2","2","3","3","3","1","1","1","2","3","1","1","1","2.2","1.5","2.125","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P699","43","0","0","1","Arts","1-5","Honor code reminder","71","0","0","3","0","0","0","0","0","0","1.5","1","1.25","4","4","4","2","2","2","4","2","3","2","3","4","2","2","4","3","3","4","3","4","3","3.1","2.375","4","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P627","55","1","0","1","Healthcare","None","Control","217","0","0","3","0","0","0","0","0","0","-1.25","0.5","-0.375","3","3","2","3","2","3","2","2","2","1","2","3","2","2","3","3","3","3","3","2","2.4","2.5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P680","52","0","0","1","Arts","21-30","Warning","104","0","0","3","0","0","0","0","0","0","1.5","2.75","2.125","4","5","4","1","2","1","1","1","4","2","3","5","2","2","3","2","5","2","4","2","3.4","2.1","3.375","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P698","34","0","0","1","Business","1-5","Warning","74","0","0","3","0","0","0","0","0","0","2","-0.75","0.625","4","3","3","2","2","1","1","1","3","3","3","2","1","1","4","3","3","3","2","2","2.6","2.1","3.75","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P703","52","1","0","0","Arts","None","Control","73","0","0","3","0","0","0","0","0","0","-0.25","0.75","0.25","4","3","3","1","2","1","1","1","4","1","1","4","1","4","3","4","4","2","3","2","3.3","1.6","3.25","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P676","58","0","0","1","Social","1-5","Warning","120","0","0","3","0","0","0","0","0","0","0.5","0.5","0.5","3","1","1","1","2","1","1","1","2","1","1","2","1","1","1","2","4","2","2","1","2","1.1","3.75","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P702","54","0","0","0","Business","6-10","Monitoring","73","0","0","3","0","0","0","0","0","0","2","2","2","4","2","4","1","4","1","1","1","4","4","1","4","1","4","1","5","5","1","4","1","4.2","1.1","4.125","5","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"P638","26","1","1","1","Other","21-30","Warning","211","0","0","3","0","0","1","1","0","0","0.25","-0.5","-0.125","4","2","4","4","3","2","2","2","4","3","2","4","1","5","2","4","5","2","5","1","4.1","2","2.125","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P666","48","0","0","0","Social","None","Monitoring","152","0","0","3","0","0","0","0","0","0","2.5","-0.5","1","4","4","1","3","1","1","1","1","1","1","2","2","3","1","2","2","2","4","1","2","1.6","2.3","1.75","3","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P710","28","1","0","1","STEM","1-5","Honor code reminder","54","0","0","3","0","0","0","0","0","0","2.75","1.5","2.125","3","4","4","5","2","1","3","2","4","1","3","4","1","2","5","2","3","4","4","5","2.9","3.3","3.625","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P669","43","1","0","0","Arts","11-20","Monitoring","151","0","0","3","0","0","0","0","0","0.25","-0.5","-1.5","-1","1","4","1","2","1","1","1","3","1","1","5","2","1","1","3","1","2","2","1","2","1.2","2.4","2.375","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P721","37","1","0","0","Other","1-5","Warning","44","0","0","3","0","0","0","0","0","0","0","0","0","3","2","4","1","3","1","3","3","2","4","4","3","1","3","3","4","3","3","4","2","3.3","2.3","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P689","34","1","0","1","Arts","1-5","Monitoring","107","0","0","3","0","0","0","0","0","0","0","-0.25","-0.125","5","2","3","1","2","1","1","1","3","1","1","3","1","1","1","3","3","2","4","1","2.8","1.2","3.125","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P700","40","1","0","0","Other","6-10","Monitoring","89","0","0","3","0","0","0","0","0","0","2.75","-1.5","0.625","5","4","3","4","2","1","3","1","2","2","4","5","2","4","5","3","5","4","4","4","3.5","3.2","3.625","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P684","53","0","0","0","Arts","1-5","Monitoring","124","0","0","3","0","0","0","0","0","0","1.5","2.25","1.875","5","2","4","1","2","1","1","1","5","3","2","5","1","4","1","5","5","1","5","1","4.3","1.2","4","4","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"P724","33","1","0","0","STEM","None","Warning","44","0","0","3","0","0","0","0","0","0","1","0.25","0.625","2","4","3","3","1","2","1","1","1","1","3","4","4","1","5","3","3","3","4","2","2.3","2.8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P706","36","1","0","1","Business","1-5","Monitoring","69","0","1","3","0","1","1","1","1","0","0","-1","-0.5","4","2","4","1","5","1","2","2","5","4","1","3","3","3","2","4","3","4","3","3","3.8","2.1","4.375","5","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P682","45","0","0","0","","31 or above","Honor code reminder","131","0","0","3","0","0","0","0","0","0","0.25","0.5","0.375","4","3","2","3","4","2","2","3","3","3","2","3","3","3","2","2","2","3","2","3","2.8","2.6","2.875","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P660","32","1","0","1","Other","31 or above","Control","191","0","0","3","0","0","0","0","0","0.33333333333333","0.5","2","1.25","5","1","4","1","3","1","1","1","2","4","2","5","1","1","2","5","5","1","5","1","3.9","1.2","4.375","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P705","33","0","0","0","STEM","None","Honor code reminder","103","0","0","3","0","0","0","0","0","0","0.5","1.25","0.875","5","3","2","1","1","1","2","1","3","2","4","5","1","2","3","5","4","1","5","1","3.4","1.8","2.875","4","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P681","","1","0","1","STEM","1-5","Honor code reminder","38","0","0","3","0","0","0","0","0","0","-0.5","0","-0.25","3","4","2","1","1","1","1","1","2","1","1","2","1","1","2","2","1","1","1","1","1.6","1.4","1.75","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P727","26","0","0","0","Healthcare","None","Warning","54","0","0","3","0","0","0","0","0","0","2","1.5","1.75","2","3","2","4","3","1","2","2","3","2","2","3","2","3","2","2","2","2","2","2","2.4","2.2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"P667","53","1","0","1","Arts","1-5","Control","187","0","0","3","0","0","0","0","0","0.25","1","1.75","1.375","5","1","3","1","1","1","1","1","4","1","1","4","1","1","1","3","4","1","1","1","2.7","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P690","18","0","0","0","STEM","1-5","Control","134","0","0","3","0","0","0","0","0","0","2.75","1.25","2","4","2","4","2","1","1","1","1","1","1","1","1","1","1","3","5","4","1","5","2","2.7","1.5","3.375","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P722","19","1","0","0","Business","11-20","Warning","77","0","0","3","0","0","0","0","0","0","-0.5","-0.5","-0.5","3","1","3","1","1","1","1","1","2","1","1","2","1","2","1","2","2","1","2","1","2","1","3.875","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P744","36","0","0","1","Social","1-5","Warning","24","0","0","3","0","0","0","0","0","0","3","2.5","2.75","4","3","2","1","2","1","3","2","2","2","4","3","1","2","4","3","3","4","3","3","2.6","2.6","4.25","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P723","23","0","0","1","Arts","1-5","Monitoring","79","0","1","3","0","1","1","0","1","0","1.25","0.25","0.75","4","3","2","1","1","1","2","1","2","2","3","5","1","3","2","5","5","1","3","3","3.2","1.8","3.875","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"P729","21","0","1","1","STEM","1-5","Monitoring","60","0","0","3","0","0","0","0","0","0","1.5","-1.75","-0.125","3","4","3","2","3","1","2","1","3","3","4","4","2","3","4","4","4","4","4","1","3.4","2.5","3.75","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P694","48","0","0","0","Other","1-5","Honor code reminder","147","0","0","3","0","0","0","0","0","0","3","1.75","2.375","5","5","4","2","4","1","1","1","5","4","2","5","2","5","5","5","5","4","5","2","4.7","2.5","3.75","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"P704","38","0","0","1","STEM","1-5","Warning","123","0","0","3","0","0","0","0","0","0","2.75","2.25","2.5","5","3","4","2","3","2","4","1","4","2","4","5","1","4","5","4","5","5","4","4","4","3.1","3.125","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P711","39","0","0","0","Other","6-10","Honor code reminder","109","0","0","3","0","0","0","0","0","0","0.5","2","1.25","5","2","2","2","1","1","2","2","3","1","3","5","1","1","2","4","4","3","4","2","3","2","2","3","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P712","65","1","0","0","Healthcare","31 or above","Monitoring","107","0","0","3","0","0","0","0","0","0","2.25","0.75","1.5","4","1","3","1","4","1","1","1","3","3","1","3","1","3","1","4","4","1","4","1","3.5","1","3.125","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"P736","37","0","0","1","Healthcare","31 or above","Control","54","0","0","3","0","0","0","0","0","0","-0.75","1","0.125","5","1","4","1","3","1","1","1","4","1","1","5","1","2","4","4","5","3","5","1","3.8","1.5","3.25","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P697","64","0","0","0","STEM","1-5","Control","143","0","0","3","0","0","0","0","0","0","-0.25","1.25","0.5","5","2","3","1","3","1","1","1","4","2","2","4","1","3","3","4","4","2","3","1","3.5","1.5","2.625","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P719","24","1","0","0","Arts","1-5","Honor code reminder","92","0","0","3","0","0","0","0","0","0","1.5","0.5","1","3","1","2","1","1","3","2","1","3","1","1","3","2","1","2","3","3","1","2","1","2.2","1.5","2.75","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P709","51","0","0","0","STEM","None","Control","82","0","0","3","0","0","0","0","0","0","1.75","-0.25","0.75","4","4","3","2","1","1","2","1","2","1","1","4","2","1","4","4","4","4","4","1","2.8","2.2","2.125","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P696","21","0","1","0","Business","31 or above","Honor code reminder","148","0","0","3","0","0","0","0","0","0","2.25","0","1.125","3","2","3","1","1","1","2","1","2","2","1","1","1","1","2","2","3","1","1","1","1.9","1.3","3.25","4","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P745","49","0","0","1","Social","6-10","Control","38","0","0","3","0","1","1","0","0","0","-0.25","-0.5","-0.375","4","3","2","3","3","2","2","2","3","3","3","3","2","3","4","4","4","4","3","2","3.2","2.7","2.625","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P735","21","1","0","1","Business","6-10","Monitoring","68","0","1","3","0","1","1","0","1","0","3","1.5","2.25","4","2","4","1","3","1","1","1","3","3","1","5","1","3","1","3","5","1","5","1","3.8","1.1","4.625","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P707","55","1","0","1","Social","1-5","Honor code reminder","146","0","0","3","0","0","0","0","0","0","0.25","-0.5","-0.125","4","3","2","1","1","1","1","1","3","1","2","3","2","2","3","3","3","3","3","1","2.5","1.8","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P731","19","1","0","0","Other","11-20","Honor code reminder","78","0","0","3","1","0","0","0","0","1","3","1.5","2.25","4","3","3","2","2","1","2","1","4","2","1","4","2","3","3","3","3","2","4","1","3.2","1.8","3.375","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P740","46","0","0","1","Other","1-5","Control","53","0","0","3","0","0","0","0","0","0","-0.25","-0.25","-0.25","3","3","2","1","2","2","1","1","2","1","2","3","1","3","2","3","4","1","4","1","2.7","1.5","2.875","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P737","42","1","0","1","Arts","31 or above","Control","65","0","0","3","0","0","0","0","0","0.25","2.5","-1.75","0.375","5","1","3","2","4","1","1","1","4","3","2","5","1","3","2","5","5","2","4","1","4.1","1.4","4.375","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P741","44","1","0","0","Arts","21-30","Monitoring","61","0","0","3","0","0","0","0","0","0.25","3","-0.5","1.25","4","2","3","1","1","1","1","1","4","3","2","2","1","4","2","4","4","2","3","1","3.2","1.4","1.875","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"P753","24","1","1","1","Business","1-5","Control","22","0","0","3","0","1","1","0","0","0","2.25","2.75","2.5","3","2","5","1","5","1","1","1","4","5","2","5","1","5","2","5","5","1","5","1","4.7","1.3","4.5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P764","19","0","0","1","Arts","11-20","Control","26","0","0","3","0","0","0","0","0","0","-0.25","0","-0.125","4","3","2","1","1","1","1","1","2","1","1","4","1","3","3","4","4","2","3","1","2.8","1.5","2.625","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P733","35","1","0","0","Arts","11-20","Control","94","0","0","3","0","1","1","0","0","0","1.5","0.5","1","5","2","4","1","5","1","1","1","5","5","2","5","1","5","1","5","5","1","4","1","4.8","1.2","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P715","44","0","0","1","Other","1-5","Warning","136","0","0","3","0","0","0","0","0","0","1.75","-0.5","0.625","4","2","2","2","3","1","1","1","4","2","2","5","1","3","3","3","5","2","3","2","3.4","1.7","3.125","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P761","31","1","0","1","STEM","1-5","Honor code reminder","48","0","0","3","0","0","0","0","0","0","2","2","2","5","2","4","1","3","1","1","1","4","3","1","4","1","4","1","4","4","1","3","1","3.8","1.1","4","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P769","54","1","0","1","STEM","None","Warning","22","0","0","3","0","0","0","0","0","0","-1.5","0.25","-0.625","4","3","3","2","1","1","1","4","3","1","4","4","4","1","5","2","3","4","4","1","2.6","2.9","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P683","21","1","0","0","STEM","11-20","Control","211","0","0","3","0","0","0","0","0","0","1.25","-2.5","-0.625","4","2","2","1","3","1","1","2","4","3","2","4","1","3","2","4","4","2","1","1","3.2","1.5","3.625","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P717","56","1","0","1","STEM","1-5","Control","144","0","0","3","0","0","0","0","0","0","-0.75","1","0.125","4","1","3","1","3","1","1","1","4","2","1","4","1","4","2","5","5","1","5","1","3.9","1.1","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P725","35","0","0","1","Business","6-10","Monitoring","125","0","0","3","0","0","0","0","0","0","2.75","2.25","2.5","5","1","4","1","2","1","1","1","4","1","2","5","2","1","4","4","5","5","4","2","3.5","2","2.125","3","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P730","28","0","0","0","Social","1-5","Warning","116","0","0","3","0","0","0","0","0","0","2.25","3","2.625","5","2","4","1","2","1","4","1","1","2","3","5","1","1","3","5","5","1","1","3","3.1","2","4.125","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P732","39","1","0","1","Healthcare","1-5","Honor code reminder","66","0","0","3","0","0","0","0","0","0","-1.5","-1.5","-1.5","2","2","3","1","1","1","2","1","3","2","3","3","1","1","2","3","4","2","4","1","2.6","1.6","4","4","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
